"WellNum","Date","DarkSlope","LightSlope","Respiration","GrossPhoto","NetPhoto","Count1","Count2","PicDate","PictureNum","Area","Genotype","Temp","Plate","Day.Dead","Survive.to.End","Days.to.Inoculation","Days.to.Strobilation","Days.to.Ephyra","Total.Buds","Total.Ephyra.Produced","Notes","avgct","cells.per.mL","cells.per.polyp","cells.per.area","Resp.per.cell.density","Resp","GP.per.cell.density","GP","NP.per.cell.density","NP","Resp.per.cell","Resp.per.bill.cell","GP.per.cell","GP.per.bill.cell","NP.per.cell","NP.per.bill.cell"
"95","21-Jan",0.1251,0.1437,-0.039983333,-0.140158333,-0.100175,4,8,"21-Jan",106,0.251,"KB8",26,4,NA,"Yes",5,12,14,2,1,"",6,60000,9e+06,35856573.7051793,-1.11509073144444e-09,-1.11509073144444,-3.90886017588889e-09,-3.90886017588889,-2.79376944444444e-09,-2.79376944444444,-4.44259255555556e-09,-4.44259255555556,-1.55731481111111e-08,-15.5731481111111,-1.11305555555556e-08,-11.1305555555556
"120","21-Jan",-0.2073,0.1534,-0.372383333,-0.130458333,0.241925,27,40,"21-Jan",112,0.675,"RT362",26,4,NA,"Yes",17,NA,NA,5,0,"",33.5,335000,50250000,74444444.4444444,-5.00216417462687e-09,-5.00216417462687,-1.75242536865672e-09,-1.75242536865672,3.24973880597015e-09,3.24973880597015,-7.4106135920398e-09,-7.4106135920398,-2.59618573134328e-09,-2.59618573134328,4.81442786069652e-09,4.81442786069652
"c38","21-Jan",0.2324,0.3889,-0.019316667,0.076375,0.095691667,4,9,"21-Jan",40,0.804,"Aposymbiotic",30,3,NA,"Yes",NA,NA,NA,2,0,"",6.5,65000,9750000,12126865.6716418,-1.59288207876923e-09,-1.59288207876923,6.298e-09,6.298,7.89088207876923e-09,7.89088207876923,-1.98119661538462e-09,-1.98119661538462,7.83333333333333e-09,7.83333333333333,9.81452994871795e-09,9.81452994871795
"134","21-Jan",0.2136,0.4281,-0.038116667,0.115575,0.153691667,6,10,"21-Jan",46,0.176,"CCMP2458",30,3,NA,"Yes",14,20,22,0,1,"",8,80000,1.2e+07,68181818.1818182,-5.59044449333333e-10,-0.559044449333333,1.6951e-09,1.6951,2.25414444933333e-09,2.25414444933333,-3.17638891666667e-09,-3.17638891666667,9.63125e-09,9.63125,1.28076389166667e-08,12.8076389166667
"c39","21-Jan",0.258,0.337,0.006283333,0.024475,0.018191667,23,53,"21-Jan",41,0.493,"Aposymbiotic",30,3,NA,"Yes",NA,NA,NA,5,0,"",38,380000,5.7e+07,115618661.257606,5.4345318754386e-11,0.054345318754386,2.11687280701754e-10,0.211687280701754,1.57341961947368e-10,0.157341961947368,1.10233912280702e-10,0.110233912280702,4.29385964912281e-10,0.429385964912281,3.19152052631579e-10,0.319152052631579
"135","21-Jan",0.2706,0.3262,0.018883333,0.013675,-0.005208333,16,14,"21-Jan",47,0.325,"CCMP2458",30,3,NA,"Yes",11,12,15,2,1,"",15,150000,22500000,69230769.2307692,2.72759254444444e-10,0.272759254444444,1.97527777777778e-10,0.197527777777778,-7.52314766666667e-11,-0.0752314766666667,8.39259244444444e-10,0.839259244444444,6.07777777777778e-10,0.607777777777778,-2.31481466666667e-10,-0.231481466666667
"c41","21-Jan",0.2124,0.0421,-0.039316667,-0.270425,-0.231108333,7,13,"21-Jan",42,0.849,"Aposymbiotic",30,3,NA,"Yes",NA,NA,NA,5,0,"",10,1e+05,1.5e+07,17667844.5229682,-2.2253233522e-09,-2.2253233522,-1.5306055e-08,-15.306055,-1.30807316478e-08,-13.0807316478,-2.62111113333333e-09,-2.62111113333333,-1.80283333333333e-08,-18.0283333333333,-1.54072222e-08,-15.4072222
"138","21-Jan",-0.1202,0.4586,-0.371916667,0.146075,0.517991667,20,19,"21-Jan",48,0.386,"CCMP2458",30,3,NA,"Yes",7,12,16,1,1,"",19.5,195000,29250000,75777202.0725389,-4.90802849442735e-09,-4.90802849442735,1.9276905982906e-09,1.9276905982906,6.83571909271795e-09,6.83571909271795,-1.27150997264957e-08,-12.7150997264957,4.99401709401709e-09,4.99401709401709,1.77091168205128e-08,17.7091168205128
"c43","21-Jan",0.0806,0.2106,-0.171116667,-0.101925,0.069191667,50,47,"21-Jan",43,0.786,"Aposymbiotic",30,4,NA,"Yes",NA,NA,NA,7,0,"",48.5,485000,72750000,92557251.9083969,-1.84876563934021e-09,-1.84876563934021,-1.10121030927835e-09,-1.10121030927835,7.47555330061856e-10,0.747555330061856,-2.35211913402062e-09,-2.35211913402062,-1.40103092783505e-09,-1.40103092783505,9.51088206185567e-10,0.951088206185567
"139","21-Jan",0.3861,0.3213,0.134383333,0.008775,-0.125608333,44,39,"21-Jan",49,0.783,"CCMP2458",30,4,NA,"Yes",NA,NA,NA,1,0,"",41.5,415000,62250000,79501915.7088123,1.69031565845783e-09,1.69031565845783,1.10374698795181e-10,0.110374698795181,-1.57994095966265e-09,-1.57994095966265,2.15876840160643e-09,2.15876840160643,1.40963855421687e-10,0.140963855421687,-2.01780454618474e-09,-2.01780454618474
"c44","21-Jan",0.2945,0.2648,0.042783333,-0.047725,-0.090508333,23,21,"21-Jan",44,0.524,"Aposymbiotic",30,4,NA,"Yes",NA,NA,NA,1,0,"",22,220000,3.3e+07,62977099.2366412,6.79347469454545e-10,0.679347469454545,-7.57815151515151e-10,-0.757815151515151,-1.4371626209697e-09,-1.4371626209697,1.29646463636364e-09,1.29646463636364,-1.44621212121212e-09,-1.44621212121212,-2.74267675757576e-09,-2.74267675757576
"142","21-Jan",0.1273,0.1285,-0.124416667,-0.184025,-0.059608333,48,44,"21-Jan",50,0.577,"CCMP2458",30,4,NA,"Yes",14,NA,NA,0,0,"",46,460000,6.9e+07,119584055.459272,-1.04041183853623e-09,-1.04041183853623,-1.53887572463768e-09,-1.53887572463768,-4.98463886101449e-10,-0.498463886101449,-1.80314010144928e-09,-1.80314010144928,-2.66702898550725e-09,-2.66702898550725,-8.63888884057971e-10,-0.863888884057971
"c46","21-Jan",0.1773,0.1561,-0.074416667,-0.156425,-0.082008333,19,20,"21-Jan",45,0.728,"Aposymbiotic",30,4,NA,"Yes",NA,NA,NA,4,0,"",19.5,195000,29250000,40178571.4285714,-1.85214815644444e-09,-1.85214815644444,-3.89324444444444e-09,-3.89324444444444,-2.041096288e-09,-2.041096288,-2.54415955555556e-09,-2.54415955555556,-5.34786324786325e-09,-5.34786324786325,-2.80370369230769e-09,-2.80370369230769
"143","21-Jan",0.1392,0.3856,-0.112516667,0.073075,0.185591667,34,21,"21-Jan",51,0.524,"CCMP2458",30,4,NA,"Yes",22,NA,NA,3,0,"",27.5,275000,41250000,78721374.0458015,-1.42930263049697e-09,-1.42930263049697,9.28273939393939e-10,0.928273939393939,2.35757656989091e-09,2.35757656989091,-2.72767677575758e-09,-2.72767677575758,1.77151515151515e-09,1.77151515151515,4.49919192727273e-09,4.49919192727273
"157","21-Jan",0.2647,0.3546,-0.0155,0.05195,0.06745,5,4,"21-Jan",52,0.222,"CCMP2464",30,3,NA,"Yes",11,12,15,3,1,"",4.5,45000,6750000,30405405.4054054,-5.09777777777778e-10,-0.509777777777778,1.70857777777778e-09,1.70857777777778,2.21835555555556e-09,2.21835555555556,-2.2962962962963e-09,-2.2962962962963,7.6962962962963e-09,7.6962962962963,9.99259259259259e-09,9.99259259259259
"181","21-Jan",-0.0475,0.3793,-0.3277,0.07665,0.40435,23,29,"21-Jan",58,0.461,"FLCass",30,3,NA,"Yes",4,8,12,1,1,"",26,260000,3.9e+07,84598698.4815618,-3.87358205128205e-09,-3.87358205128205,9.06042307692308e-10,0.906042307692308,4.77962435897436e-09,4.77962435897436,-8.4025641025641e-09,-8.4025641025641,1.96538461538462e-09,1.96538461538462,1.03679487179487e-08,10.3679487179487
"159","21-Jan",0.3057,0.2972,0.0255,-0.00545,-0.03095,4,7,"21-Jan",53,0.148,"CCMP2464",30,3,NA,"Yes",16,16,18,1,1,"",5.5,55000,8250000,55743243.2432432,4.57454545454545e-10,0.457454545454545,-9.7769696969697e-11,-0.097769696969697,-5.55224242424242e-10,-0.555224242424242,3.09090909090909e-09,3.09090909090909,-6.60606060606061e-10,-0.660606060606061,-3.75151515151515e-09,-3.75151515151515
"184","21-Jan",0.3216,0.3773,0.0414,0.07465,0.03325,23,16,"21-Jan",59,0.331,"FLCass",30,3,NA,"Yes",4,8,11,2,1,"",19.5,195000,29250000,88368580.060423,4.68492307692308e-10,0.468492307692308,8.44757264957265e-10,0.844757264957265,3.76264957264957e-10,0.376264957264957,1.41538461538462e-09,1.41538461538462,2.55213675213675e-09,2.55213675213675,1.13675213675214e-09,1.13675213675214
"162","21-Jan",0.2451,0.2465,-0.0351,-0.05615,-0.02105,10,16,"21-Jan",54,0.361,"CCMP2464",30,3,NA,"Yes",12,12,15,0,1,"",13,130000,19500000,54016620.498615,-6.498e-10,-0.6498,-1.03949487179487e-09,-1.03949487179487,-3.89694871794872e-10,-0.389694871794872,-1.8e-09,-1.8,-2.87948717948718e-09,-2.87948717948718,-1.07948717948718e-09,-1.07948717948718
"186","21-Jan",-0.1486,0.1418,-0.4288,-0.16085,0.26795,43,51,"21-Jan",60,1.346,"FLCass",30,3,NA,"Yes",4,8,11,0,1,"",47,470000,70500000,52377414.5616642,-8.18673475177305e-09,-8.18673475177305,-3.07098014184397e-09,-3.07098014184397,5.11575460992908e-09,5.11575460992908,-6.0822695035461e-09,-6.0822695035461,-2.28156028368794e-09,-2.28156028368794,3.80070921985816e-09,3.80070921985816
"166","21-Jan",0.2317,0.2231,-0.0485,-0.07955,-0.03105,12,15,"21-Jan",55,0.784,"CCMP2464",30,4,NA,"Yes",NA,NA,NA,2,0,"",13.5,135000,20250000,25829081.6326531,-1.87772839506173e-09,-1.87772839506173,-3.07986172839506e-09,-3.07986172839506,-1.20213333333333e-09,-1.20213333333333,-2.39506172839506e-09,-2.39506172839506,-3.92839506172840e-09,-3.9283950617284,-1.53333333333333e-09,-1.53333333333333
"187","21-Jan",0.1734,0.2576,-0.1068,-0.04505,0.06175,23,24,"21-Jan",61,0.602,"FLCass",30,4,NA,"Yes",4,9,11,2,1,"",23.5,235000,35250000,58554817.2757475,-1.82393191489362e-09,-1.82393191489362,-7.69364539007092e-10,-0.769364539007092,1.05456737588652e-09,1.05456737588652,-3.02978723404255e-09,-3.02978723404255,-1.27801418439716e-09,-1.27801418439716,1.75177304964539e-09,1.75177304964539
"167","21-Jan",0.0996,0.2335,-0.1806,-0.06915,0.11145,35,23,"21-Jan",56,0.684,"CCMP2464",30,4,NA,"Yes",24,NA,NA,2,0,"",29,290000,43500000,63596491.2280702,-2.83977931034483e-09,-2.83977931034483,-1.08732413793103e-09,-1.08732413793103,1.75245517241379e-09,1.75245517241379,-4.15172413793103e-09,-4.15172413793104,-1.58965517241379e-09,-1.58965517241379,2.56206896551724e-09,2.56206896551724
"189","21-Jan",0.1131,0.4551,-0.1671,0.15245,0.31955,22,27,"21-Jan",62,0.344,"FLCass",30,4,NA,"Yes",4,9,12,0,1,"",24.5,245000,36750000,106831395.348837,-1.56414693877551e-09,-1.56414693877551,1.42701496598639e-09,1.42701496598639,2.9911619047619e-09,2.9911619047619,-4.5469387755102e-09,-4.5469387755102,4.14829931972789e-09,4.14829931972789,8.6952380952381e-09,8.6952380952381
"192","21-Jan",0.1837,0.2657,-0.0965,-0.03695,0.05955,41,61,"21-Jan",63,0.461,"FLCass",30,4,NA,"Yes",4,8,12,0,1,"",51,510000,76500000,165943600.867679,-5.81522875816994e-10,-0.581522875816994,-2.22666013071895e-10,-0.222666013071895,3.58856862745098e-10,0.358856862745098,-1.26143790849673e-09,-1.26143790849673,-4.83006535947712e-10,-0.483006535947712,7.7843137254902e-10,0.77843137254902
"206","21-Jan",0.5197,0.5416,0.010875,0.008233333,-0.002641667,19,26,"21-Jan",64,0.387,"KB8",30,3,NA,"Yes",4,11,13,1,1,"",22.5,225000,33750000,87209302.3255814,1.247e-10,0.1247,9.44088850666667e-11,0.0944088850666667,-3.02911149333333e-11,-0.0302911149333333,3.22222222222222e-10,0.322222222222222,2.43950607407407e-10,0.243950607407407,-7.82716148148148e-11,-0.0782716148148148
"229","21-Jan",0.4028,0.2096,-0.106025,-0.323766667,-0.217741667,31,16,"21-Jan",70,0.436,"RT362",30,3,NA,"Yes",25,NA,NA,1,0,"",23.5,235000,35250000,80848623.853211,-1.31140141843972e-09,-1.31140141843972,-4.0046033138156e-09,-4.0046033138156,-2.69320189537589e-09,-2.69320189537589,-3.00780141843972e-09,-3.00780141843972,-9.1848699858156e-09,-9.1848699858156,-6.17706856737589e-09,-6.17706856737589
"208","21-Jan",0.6274,0.5187,0.118575,-0.014666667,-0.133241667,13,11,"21-Jan",65,0.318,"KB8",30,3,NA,"Yes",4,8,11,1,1,"",12,120000,1.8e+07,56603773.5849057,2.094825e-09,2.094825,-2.59111117e-10,-0.259111117,-2.353936117e-09,-2.353936117,6.5875e-09,6.5875,-8.14814833333333e-10,-0.814814833333333,-7.40231483333333e-09,-7.40231483333333
"230","21-Jan",0.8091,0.5088,0.300275,-0.024566667,-0.324841667,27,46,"21-Jan",71,0.791,"RT362",30,3,NA,"Yes",NA,NA,NA,1,0,"",36.5,365000,54750000,69216182.0480404,4.3382196347032e-09,4.3382196347032,-3.54926641041096e-10,-0.354926641041096,-4.69314627574429e-09,-4.69314627574429,5.48447488584475e-09,5.48447488584475,-4.48706246575342e-10,-0.448706246575342,-5.93318113242009e-09,-5.93318113242009
"207","21-Jan",0.6089,0.5787,0.100075,0.045333333,-0.054741667,7,11,"21-Jan",66,0.182,"KB8",30,3,NA,"Yes",4,8,11,1,2,"",9,90000,13500000,74175824.1758242,1.34915925925926e-09,1.34915925925926,6.11160489333333e-10,0.611160489333333,-7.37998769925926e-10,-0.737998769925926,7.41296296296296e-09,7.41296296296296,3.35802466666667e-09,3.35802466666667,-4.0549382962963e-09,-4.0549382962963
"232","21-Jan",0.5996,0.5041,0.090775,-0.029266667,-0.120041667,6,2,"21-Jan",72,0.261,"RT362",30,3,NA,"Yes",15,17,19,3,1,"",4,40000,6e+06,22988505.7471264,3.9487125e-09,3.9487125,-1.2731000145e-09,-1.2731000145,-5.2218125145e-09,-5.2218125145,1.51291666666667e-08,15.1291666666667,-4.87777783333333e-09,-4.87777783333333,-2.00069445e-08,-20.0069445
"212","21-Jan",0.4879,0.4795,-0.020925,-0.053866667,-0.032941667,14,8,"21-Jan",67,0.424,"KB8",30,4,NA,"Yes",8,15,17,1,1,"",11,110000,16500000,38915094.3396226,-5.37709090909091e-10,-0.537709090909091,-1.38421010957576e-09,-1.38421010957576,-8.46501018666667e-10,-0.846501018666667,-1.26818181818182e-09,-1.26818181818182,-3.26464648484848e-09,-3.26464648484848,-1.99646466666667e-09,-1.99646466666667
"235","21-Jan",0.5691,0.5513,0.060275,0.017933333,-0.042341667,39,51,"21-Jan",73,0.678,"RT362",30,4,NA,"Yes",23,NA,NA,0,0,"",45,450000,67500000,99557522.1238938,6.05428888888889e-10,0.605428888888889,1.80130367022222e-10,0.180130367022222,-4.25298521866667e-10,-0.425298521866667,8.92962962962963e-10,0.892962962962963,2.65679007407407e-10,0.265679007407407,-6.27283955555556e-10,-0.627283955555556
"214","21-Jan",0.6039,0.5352,0.095075,0.001833333,-0.093241667,18,35,"21-Jan",68,1.132,"KB8",30,4,NA,"Yes",5,9,12,2,1,"",26.5,265000,39750000,35114840.9893993,2.70754465408805e-09,2.70754465408805,5.22096341132075e-11,0.0522096341132075,-2.65533501997484e-09,-2.65533501997484,2.39182389937107e-09,2.39182389937107,4.61215849056604e-11,0.0461215849056604,-2.34570231446541e-09,-2.34570231446541
"236","21-Jan",0.7248,0.5525,0.215975,0.019133333,-0.196841667,31,42,"21-Jan",75,0.618,"RT362",30,4,NA,"Yes",25,NA,NA,2,0,"",36.5,365000,54750000,88592233.0097087,2.43785479452055e-09,2.43785479452055,2.15970772493151e-10,0.215970772493151,-2.2218840220274e-09,-2.2218840220274,3.94474885844749e-09,3.94474885844749,3.49467269406393e-10,0.349467269406393,-3.5952815890411e-09,-3.5952815890411
"216","21-Jan",0.381,0.6841,-0.127825,0.150733333,0.278558333,6,5,"21-Jan",69,0.161,"KB8",30,4,NA,"Yes",8,19,21,1,1,"",5.5,55000,8250000,51242236.0248447,-2.49452424242424e-09,-2.49452424242424,2.94158383187879e-09,2.94158383187879,5.43610807430303e-09,5.43610807430303,-1.54939393939394e-08,-15.4939393939394,1.8270707030303e-08,18.270707030303,3.37646464242424e-08,33.7646464242424
"237","21-Jan",0.0976,0.549,-0.411225,0.015633333,0.426858333,11,8,"21-Jan",76,0.297,"RT362",30,4,NA,"Yes",15,15,20,1,1,"",9.5,95000,14250000,47979797.979798,-8.5707947368421e-09,-8.5707947368421,3.25831572e-10,0.325831572,8.8966263088421e-09,8.89662630884211,-2.88578947368421e-08,-28.8578947368421,1.097076e-09,1.097076,2.99549707368421e-08,29.9549707368421
"c49","21-Jan",0.3324,0.5944,-0.049466667,0.016508333,0.065975,24,34,"21-Jan",1,1,"Aposymbiotic",32,1,NA,"Yes",NA,NA,NA,1,0,"",29,290000,43500000,43500000,-1.13716475862069e-09,-1.13716475862069,3.79501908045977e-10,0.379501908045977,1.51666666666667e-09,1.51666666666667,-1.13716475862069e-09,-1.13716475862069,3.79501908045977e-10,0.379501908045977,1.51666666666667e-09,1.51666666666667
"242","21-Jan",0.3172,0.5745,-0.064666667,-0.003391667,0.061275,0.889,0.667,"21-Jan",7,0.225,"CCMP2458",32,1,NA,"Yes",22,22,24,2,1,"",0.778,7780,1167000,5186666.66666667,-1.24678663881748e-08,-12.4678663881748,-6.53920372750643e-10,-0.653920372750643,1.18139460154242e-08,11.8139460154242,-5.54127395029991e-08,-55.4127395029991,-2.90631276778063e-09,-2.90631276778063,5.25064267352185e-08,52.5064267352185
"c52","21-Jan",0.3441,0.5599,-0.037766667,-0.017991667,0.019775,5,6,"21-Jan",2,0.555,"Aposymbiotic",32,1,NA,"Yes",NA,NA,NA,3,0,"",5.5,55000,8250000,14864864.8648649,-2.54066668909091e-09,-2.54066668909091,-1.21034850727273e-09,-1.21034850727273,1.33031818181818e-09,1.33031818181818,-4.57777781818182e-09,-4.57777781818182,-2.18080812121212e-09,-2.18080812121212,2.3969696969697e-09,2.3969696969697
"244","21-Jan",0.3812,0.5826,-0.000666667,0.004708333,0.005375,18,24,"21-Jan",8,0.485,"CCMP2458",32,1,NA,"Yes",6,10,11,1,1,"",21,210000,31500000,64948453.6082474,-1.02645553968254e-11,-0.0102645553968254,7.24933811111111e-11,0.0724933811111111,8.27579365079365e-11,0.0827579365079365,-2.11640317460317e-11,-0.0211640317460317,1.49470888888889e-10,0.149470888888889,1.70634920634921e-10,0.170634920634921
"c53","21-Jan",0.3812,0.4418,-0.000666667,-0.136091667,-0.135425,17,32,"21-Jan",3,0.659,"Aposymbiotic",32,1,NA,"Yes",NA,NA,NA,3,0,"",24.5,245000,36750000,55766312.5948407,-1.19546545034014e-11,-0.0119546545034014,-2.44039206946939e-09,-2.44039206946939,-2.42843741496599e-09,-2.42843741496599,-1.81405986394558e-11,-0.0181405986394558,-3.7031746122449e-09,-3.7031746122449,-3.68503401360544e-09,-3.68503401360544
"245","21-Jan",0.3739,0.5298,-0.007966667,-0.048091667,-0.040125,10,13,"21-Jan",10,0.495,"CCMP2458",32,1,NA,"Yes",11,12,14,2,1,"",11.5,115000,17250000,34848484.8484849,-2.28608705217391e-10,-0.228608705217391,-1.38002174869565e-09,-1.38002174869565,-1.15141304347826e-09,-1.15141304347826,-4.61835768115942e-10,-0.461835768115942,-2.78792272463768e-09,-2.78792272463768,-2.32608695652174e-09,-2.32608695652174
"c55","21-Jan",0.3828,0.4944,0.000933333,-0.083491667,-0.084425,17,35,"21-Jan",4,0.718,"Aposymbiotic",32,2,NA,"Yes",NA,NA,NA,5,0,"",26,260000,3.9e+07,54317548.7465181,1.71828998461538e-11,0.0171828998461538,-1.53710299758974e-09,-1.53710299758974,-1.5542858974359e-09,-1.5542858974359,2.39316153846154e-11,0.0239316153846154,-2.14081197435897e-09,-2.14081197435897,-2.16474358974359e-09,-2.16474358974359
"247","21-Jan",0.3945,0.5307,0.012633333,-0.047191667,-0.059825,4,7,"21-Jan",11,0.104,"CCMP2458",32,2,NA,"Yes",11,16,18,1,1,"",5.5,55000,8250000,79326923.0769231,1.59256561454545e-10,0.159256561454545,-5.9490101430303e-10,-0.59490101430303,-7.54157575757576e-10,-0.754157575757576,1.53131309090909e-09,1.53131309090909,-5.72020206060606e-09,-5.72020206060606,-7.25151515151515e-09,-7.25151515151515
"c56","21-Jan",0.2503,0.5583,-0.131566667,-0.019591667,0.111975,47,49,"21-Jan",5,0.54,"Aposymbiotic",32,2,NA,"Yes",NA,NA,NA,1,0,"",48,480000,7.2e+07,133333333.333333,-9.867500025e-10,-0.9867500025,-1.469375025e-10,-0.1469375025,8.398125e-10,0.8398125,-1.82731481944444e-09,-1.82731481944444,-2.72106486111111e-10,-0.272106486111111,1.55520833333333e-09,1.55520833333333
"248","21-Jan",0.3801,0.4987,-0.001766667,-0.079191667,-0.077425,14,11,"21-Jan",12,0.309,"CCMP2458",32,2,NA,"Yes",12,14,15,0,1,"",12.5,125000,18750000,60679611.6504854,-2.911467216e-11,-0.02911467216,-1.30507867216e-09,-1.30507867216,-1.275964e-09,-1.275964,-9.422224e-11,-0.09422224,-4.22355557333333e-09,-4.22355557333333,-4.12933333333333e-09,-4.12933333333333
"c58","21-Jan",0.2899,0.5461,-0.091966667,-0.031791667,0.060175,19,19,"21-Jan",6,0.396,"Aposymbiotic",32,2,NA,"Yes",NA,NA,NA,5,0,"",19,190000,28500000,71969696.969697,-1.27785263621053e-09,-1.27785263621053,-4.41736846736842e-10,-0.441736846736842,8.36115789473684e-10,0.836115789473684,-3.22690059649123e-09,-3.22690059649123,-1.1154970877193e-09,-1.1154970877193,2.11140350877193e-09,2.11140350877193
"250","21-Jan",0.1644,0.5833,-0.217466667,0.005408333,0.222875,25,17,"21-Jan",13,0.411,"CCMP2458",32,2,NA,"Yes",10,12,13,1,1,"",21,210000,31500000,76642335.7664234,-2.83742222657143e-09,-2.83742222657143,7.05658686666667e-11,0.0705658686666667,2.90798809523810e-09,2.9079880952381,-6.90370371428571e-09,-6.90370371428571,1.71693111111111e-10,0.171693111111111,7.07539682539683e-09,7.07539682539683
"265","21-Jan",0.3996,0.6309,-0.051283333,0.008741667,0.060025,1,0.22,"21-Jan",14,0.172,"CCMP2464",32,1,NA,"Yes",16,18,19,3,1,"",0.61,6100,915000,5319767.44186047,-9.6401456568306e-09,-9.6401456568306,1.64324232131148e-09,1.64324232131148,1.12833879781421e-08,11.2833879781421,-5.60473584699454e-08,-56.0473584699454,9.55373442622951e-09,9.55373442622951,6.56010928961749e-08,65.6010928961749
"291","21-Jan",0.3763,0.5909,-0.074583333,-0.031258333,0.043325,37,32,"21-Jan",20,0.702,"FLCass",32,1,NA,"Yes",4,8,9,2,1,"",34.5,345000,51750000,73717948.7179487,-1.01173912591304e-09,-1.01173912591304,-4.24026082434783e-10,-0.424026082434783,5.87713043478261e-10,0.587713043478261,-1.44122382608696e-09,-1.44122382608696,-6.04025758454106e-10,-0.604025758454106,8.3719806763285e-10,0.83719806763285
"267","21-Jan",0.377,0.7162,-0.073883333,0.094041667,0.167925,39,47,"21-Jan",15,0.743,"CCMP2464",32,1,NA,"Yes",NA,NA,NA,0,0,"",43,430000,64500000,86810228.8021534,-8.5109017703876e-10,-0.85109017703876,1.08330168342636e-09,1.08330168342636,1.93439186046512e-09,1.93439186046512,-1.14547803100775e-09,-1.14547803100775,1.45801034108527e-09,1.45801034108527,2.60348837209302e-09,2.60348837209302
"270","21-Jan",0.5174,0.6002,0.066516667,-0.021958333,-0.088475,38,26,"21-Jan",16,0.764,"CCMP2464",32,1,NA,"Yes",4,4,6,1,1,"",32,320000,4.8e+07,62827225.13089,1.05872361641667e-09,1.05872361641667,-3.49503466916667e-10,-0.349503466916667,-1.40822708333333e-09,-1.40822708333333,1.38576389583333e-09,1.38576389583333,-4.57465270833333e-10,-0.457465270833333,-1.84322916666667e-09,-1.84322916666667
"294","21-Jan",0.4086,0.642,-0.042283333,0.019841667,0.062125,16,15,"21-Jan",24,0.365,"FLCass",32,1,NA,"Yes",4,8,10,2,1,"",15.5,155000,23250000,63698630.1369863,-6.63802862150538e-10,-0.663802862150538,3.11492836774194e-10,0.311492836774194,9.75295698924731e-10,0.975295698924731,-1.81863797849462e-09,-1.81863797849462,8.53405032258065e-10,0.853405032258065,2.67204301075269e-09,2.67204301075269
