Date,Day,Temp,Genotype,Flask,Method,Count1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Average,Density,Densityx10000
6/5/2019,17,32,RT362,2,2,105,84,96,76,,,,,,,90.25,902500,90.25
6/5/2019,17,32,RT362,3,2,121,88,94,78,,,,,,,95.25,952500,95.25
6/5/2019,17,32,RT362,4,2,95,95,75,114,,,,,,,94.75,947500,94.75
6/7/2019,19,26,CCMP2458,1,2,172,155,162,140,,,,,,,157.25,1572500,157.25
6/7/2019,19,26,CCMP2458,2,2,159,155,126,138,,,,,,,144.5,1445000,144.5
6/7/2019,19,26,CCMP2458,3,2,154,109,153,130,,,,,,,136.5,1365000,136.5
6/7/2019,19,26,CCMP2458,4,2,102,153,91,122,,,,,,,117,1170000,117
6/7/2019,19,26,RT362,1,2,196,151,233,157,,,,,,,184.25,1842500,184.25
6/7/2019,19,26,RT362,2,2,128,168,156,157,,,,,,,152.25,1522500,152.25
6/7/2019,19,26,RT362,3,2,118,148,147,136,,,,,,,137.25,1372500,137.25
6/7/2019,19,26,RT362,4,2,117,105,148,132,,,,,,,125.5,1255000,125.5
6/7/2019,19,26,CCMP2464,1,0,8,5,13,2,,,,,,,7,7777.777778,0.777777778
6/7/2019,19,26,CCMP2464,2,0,10,5,1,7,,,,,,,5.75,6388.888889,0.638888889
6/7/2019,19,26,CCMP2464,3,0,6,7,9,9,,,,,,,7.75,8611.111111,0.861111111
6/7/2019,19,26,CCMP2464,4,0,10,12,8,9,,,,,,,9.75,10833.33333,1.083333333
6/7/2019,19,26,FLCass,1,2,79,54,63,35,,,,,,,57.75,577500,57.75
6/7/2019,19,26,FLCass,2,2,65,53,62,67,,,,,,,61.75,617500,61.75
6/7/2019,19,26,FLCass,3,2,62,40,60,81,,,,,,,60.75,607500,60.75
6/7/2019,19,26,FLCass,4,2,48,51,47,67,,,,,,,53.25,532500,53.25
6/7/2019,19,26,KB8,1,2,66,76,80,81,,,,,,,75.75,757500,75.75
6/7/2019,19,26,KB8,2,2,85,107,64,92,,,,,,,87,870000,87
6/7/2019,19,26,KB8,3,2,59,58,43,59,,,,,,,54.75,547500,54.75
6/7/2019,19,26,KB8,4,2,63,64,59,60,,,,,,,61.5,615000,61.5
6/7/2019,19,30,CCMP2458,1,2,143,210,125,175,,,,,,,163.25,1632500,163.25
6/7/2019,19,30,CCMP2458,2,2,163,158,178,138,,,,,,,159.25,1592500,159.25
6/7/2019,19,30,CCMP2458,3,2,196,187,185,207,,,,,,,193.75,1937500,193.75
6/7/2019,19,30,CCMP2458,4,2,159,187,177,173,,,,,,,174,1740000,174
6/7/2019,19,30,CCMP2464,1,0,8,7,9,9,,,,,,,8.25,9166.666667,0.916666667
6/7/2019,19,30,CCMP2464,2,0,7,9,19,10,,,,,,,11.25,12500,1.25
6/7/2019,19,30,CCMP2464,3,0,2,9,6,7,,,,,,,6,6666.666667,0.666666667
6/7/2019,19,30,CCMP2464,4,0,10,5,8,6,,,,,,,7.25,8055.555556,0.805555556
6/7/2019,19,30,KB8,1,2,110,173,137,140,,,,,,,140,1400000,140
6/7/2019,19,30,KB8,2,2,132,146,132,116,,,,,,,131.5,1315000,131.5
6/7/2019,19,30,KB8,3,2,109,132,117,141,,,,,,,124.75,1247500,124.75
6/7/2019,19,30,KB8,4,2,126,123,129,142,,,,,,,130,1300000,130
6/7/2019,19,30,RT362,1,2,106,91,134,131,,,,,,,115.5,1155000,115.5
6/7/2019,19,30,RT362,2,2,104,96,105,114,,,,,,,104.75,1047500,104.75
6/7/2019,19,30,RT362,3,2,92,76,124,111,,,,,,,100.75,1007500,100.75
6/7/2019,19,30,RT362,4,2,89,138,111,120,,,,,,,114.5,1145000,114.5
6/7/2019,19,30,FLCass,1,2,58,65,79,59,,,,,,,65.25,652500,65.25
6/7/2019,19,30,FLCass,2,2,60,85,82,87,,,,,,,78.5,785000,78.5
6/7/2019,19,30,FLCass,3,2,78,73,69,85,,,,,,,76.25,762500,76.25
6/7/2019,19,30,FLCass,4,2,72,95,76,90,,,,,,,83.25,832500,83.25
6/7/2019,19,32,RT362,1,2,103,102,109,100,,,,,,,103.5,1035000,103.5
6/7/2019,19,32,RT362,2,2,123,108,100,91,,,,,,,105.5,1055000,105.5
6/7/2019,19,32,RT362,3,2,111,120,125,119,,,,,,,118.75,1187500,118.75
6/7/2019,19,32,RT362,4,2,109,97,97,137,,,,,,,110,1100000,110
6/7/2019,19,32,FLCass,1,2,128,84,76,62,,,,,,,87.5,875000,87.5
6/7/2019,19,32,FLCass,2,2,74,64,71,67,,,,,,,69,690000,69
6/7/2019,19,32,FLCass,3,2,76,73,75,88,,,,,,,78,780000,78
6/7/2019,19,32,FLCass,4,2,58,117,106,88,,,,,,,92.25,922500,92.25
6/7/2019,19,32,KB8,1,2,61,72,79,51,,,,,,,65.75,657500,65.75
6/7/2019,19,32,KB8,2,2,65,81,63,66,,,,,,,68.75,687500,68.75
6/7/2019,19,32,KB8,3,2,54,58,64,70,,,,,,,61.5,615000,61.5
6/7/2019,19,32,KB8,4,2,68,63,67,69,,,,,,,66.75,667500,66.75
6/7/2019,19,32,CCMP2458,1,2,66,47,79,76,,,,,,,67,670000,67
6/7/2019,19,32,CCMP2458,2,2,78,63,61,82,,,,,,,71,710000,71
6/7/2019,19,32,CCMP2458,3,2,64,70,87,92,,,,,,,78.25,782500,78.25
6/7/2019,19,32,CCMP2458,4,2,57,69,67,45,,,,,,,59.5,595000,59.5
6/7/2019,19,32,CCMP2464,1,0,12,7,11,16,,,,,,,11.5,12777.77778,1.277777778
6/7/2019,19,32,CCMP2464,2,0,6,9,9,15,,,,,,,9.75,10833.33333,1.083333333
6/7/2019,19,32,CCMP2464,3,0,11,1,1,6,,,,,,,4.75,5277.777778,0.527777778
6/7/2019,19,32,CCMP2464,4,0,19,13,10,15,,,,,,,14.25,15833.33333,1.583333333
6/10/2019,22,26,RT362,1,2,142,106,186,196,,,,,,,157.5,1575000,157.5
6/10/2019,22,26,RT362,2,2,106,169,173,145,,,,,,,148.25,1482500,148.25
6/10/2019,22,26,RT362,3,2,123,101,150,147,,,,,,,130.25,1302500,130.25
6/10/2019,22,26,RT362,4,2,92,130,154,97,,,,,,,118.25,1182500,118.25
6/10/2019,22,26,CCMP2458,1,2,170,187,121,196,,,,,,,168.5,1685000,168.5
6/10/2019,22,26,CCMP2458,2,2,145,135,139,141,,,,,,,140,1400000,140
6/10/2019,22,26,CCMP2458,3,2,166,168,160,203,,,,,,,174.25,1742500,174.25
6/10/2019,22,26,CCMP2458,4,2,129,157,143,145,,,,,,,143.5,1435000,143.5
6/10/2019,22,26,KB8,1,2,71,79,99,77,,,,,,,81.5,815000,81.5
6/10/2019,22,26,KB8,2,2,76,104,104,88,,,,,,,93,930000,93
6/10/2019,22,26,KB8,3,2,77,95,100,79,,,,,,,87.75,877500,87.75
6/10/2019,22,26,KB8,4,2,70,101,90,73,,,,,,,83.5,835000,83.5
6/10/2019,22,26,FLCass,1,2,32,44,92,55,,,,,,,55.75,557500,55.75
6/10/2019,22,26,FLCass,2,2,38,56,72,59,,,,,,,56.25,562500,56.25
6/10/2019,22,26,FLCass,3,2,51,76,78,58,,,,,,,65.75,657500,65.75
6/10/2019,22,26,FLCass,4,2,47,52,91,72,,,,,,,65.5,655000,65.5
6/10/2019,22,26,CCMP2464,1,0,9,5,7,6,,,,,,,6.75,7500,0.75
6/10/2019,22,26,CCMP2464,2,0,7,9,10,7,,,,,,,8.25,9166.666667,0.916666667
6/10/2019,22,26,CCMP2464,3,0,8,6,9,8,,,,,,,7.75,8611.111111,0.861111111
6/10/2019,22,26,CCMP2464,4,0,10,18,6,8,,,,,,,10.5,11666.66667,1.166666667
6/10/2019,22,30,FLCass,1,2,96,63,84,84,,,,,,,81.75,817500,81.75
6/10/2019,22,30,FLCass,2,2,71,95,82,52,,,,,,,75,750000,75
6/10/2019,22,30,FLCass,3,2,55,65,109,72,,,,,,,75.25,752500,75.25
6/10/2019,22,30,FLCass,4,2,85,82,89,92,,,,,,,87,870000,87
6/10/2019,22,30,CCMP2458,1,2,137,163,109,145,,,,,,,138.5,1385000,138.5
6/10/2019,22,30,CCMP2458,2,2,136,115,129,166,,,,,,,136.5,1365000,136.5
6/10/2019,22,30,CCMP2458,3,2,163,109,120,138,,,,,,,132.5,1325000,132.5
6/10/2019,22,30,CCMP2458,4,2,132,82,148,145,,,,,,,126.75,1267500,126.75
6/10/2019,22,30,CCMP2464,1,0,8,7,18,16,,,,,,,12.25,13611.11111,1.361111111
6/10/2019,22,30,CCMP2464,2,0,4,11,7,9,,,,,,,7.75,8611.111111,0.861111111
6/10/2019,22,30,CCMP2464,3,0,3,2,10,2,,,,,,,4.25,4722.222222,0.472222222
6/10/2019,22,30,CCMP2464,4,0,3,6,6,8,,,,,,,5.75,6388.888889,0.638888889
6/10/2019,22,30,KB8,1,2,134,135,158,177,,,,,,,151,1510000,151
6/10/2019,22,30,KB8,2,2,139,142,133,144,,,,,,,139.5,1395000,139.5
6/10/2019,22,30,KB8,3,2,135,161,134,137,,,,,,,141.75,1417500,141.75
6/10/2019,22,30,KB8,4,2,154,130,141,121,,,,,,,136.5,1365000,136.5
6/10/2019,22,30,RT362,1,2,226,123,182,119,,,,,,,162.5,1625000,162.5
6/10/2019,22,30,RT362,2,2,131,156,169,166,,,,,,,155.5,1555000,155.5
6/10/2019,22,30,RT362,3,2,92,137,180,167,,,,,,,144,1440000,144
6/10/2019,22,30,RT362,4,2,153,160,184,136,,,,,,,158.25,1582500,158.25
6/10/2019,22,32,KB8,1,2,88,93,82,90,,,,,,,88.25,882500,88.25
6/10/2019,22,32,KB8,2,2,104,95,105,86,,,,,,,97.5,975000,97.5
6/10/2019,22,32,KB8,3,2,60,58,114,71,,,,,,,75.75,757500,75.75
6/10/2019,22,32,KB8,4,2,86,97,113,114,,,,,,,102.5,1025000,102.5
6/10/2019,22,32,RT362,1,2,131,104,113,92,,,,,,,110,1100000,110
6/10/2019,22,32,RT362,2,2,117,100,136,139,,,,,,,123,1230000,123
6/10/2019,22,32,RT362,3,2,109,140,92,120,,,,,,,115.25,1152500,115.25
6/10/2019,22,32,RT362,4,2,99,124,133,150,,,,,,,126.5,1265000,126.5
6/10/2019,22,32,CCMP2464,1,0,11,8,11,11,,,,,,,10.25,11388.88889,1.138888889
6/10/2019,22,32,CCMP2464,2,0,7,5,10,8,,,,,,,7.5,8333.333333,0.833333333
6/10/2019,22,32,CCMP2464,3,0,3,2,2,0,,,,,,,1.75,1944.444444,0.194444444
6/10/2019,22,32,CCMP2464,4,0,5,5,7,13,,,,,,,7.5,8333.333333,0.833333333
6/10/2019,22,32,FLCass,1,2,63,37,70,55,,,,,,,56.25,562500,56.25
6/10/2019,22,32,FLCass,2,2,42,37,53,64,,,,,,,49,490000,49
6/10/2019,22,32,FLCass,3,2,73,68,75,62,,,,,,,69.5,695000,69.5
6/10/2019,22,32,FLCass,4,2,31,73,79,63,,,,,,,61.5,615000,61.5
6/10/2019,22,32,CCMP2458,1,2,79,94,91,95,,,,,,,89.75,897500,89.75
6/10/2019,22,32,CCMP2458,2,2,64,54,77,68,,,,,,,65.75,657500,65.75
6/10/2019,22,32,CCMP2458,3,2,66,101,119,103,,,,,,,97.25,972500,97.25
6/10/2019,22,32,CCMP2458,4,2,70,85,117,77,,,,,,,87.25,872500,87.25
6/12/2019,24,26,RT362,1,2,120,108,160,144,,,,,,,133,1330000,133
6/12/2019,24,26,RT362,2,2,119,111,155,132,,,,,,,129.25,1292500,129.25
6/12/2019,24,26,RT362,3,2,97,139,128,132,,,,,,,124,1240000,124
6/12/2019,24,26,RT362,4,2,102,80,118,98,,,,,,,99.5,995000,99.5
6/12/2019,24,26,CCMP2458,1,2,138,171,154,125,,,,,,,147,1470000,147
6/12/2019,24,26,CCMP2458,2,2,94,102,108,143,,,,,,,111.75,1117500,111.75
6/12/2019,24,26,CCMP2458,3,2,154,133,140,160,,,,,,,146.75,1467500,146.75
6/12/2019,24,26,CCMP2458,4,2,106,82,114,138,,,,,,,110,1100000,110
6/12/2019,24,26,KB8,1,2,96,92,135,106,,,,,,,107.25,1072500,107.25
6/12/2019,24,26,KB8,2,2,127,114,127,130,,,,,,,124.5,1245000,124.5
6/12/2019,24,26,KB8,3,2,101,112,104,74,,,,,,,97.75,977500,97.75
6/12/2019,24,26,KB8,4,2,100,114,95,122,,,,,,,107.75,1077500,107.75
6/12/2019,24,26,FLCass,1,2,53,80,90,71,,,,,,,73.5,735000,73.5
6/12/2019,24,26,FLCass,2,2,59,39,39,65,,,,,,,50.5,505000,50.5
6/12/2019,24,26,FLCass,3,2,56,70,63,42,,,,,,,57.75,577500,57.75
6/12/2019,24,26,FLCass,4,2,63,69,59,53,,,,,,,61,610000,61
6/12/2019,24,26,CCMP2464,1,0,10,7,4,6,,,,,,,6.75,7500,0.75
6/12/2019,24,26,CCMP2464,2,0,4,7,6,6,,,,,,,5.75,6388.888889,0.638888889
6/12/2019,24,26,CCMP2464,3,0,9,6,5,3,,,,,,,5.75,6388.888889,0.638888889
6/12/2019,24,26,CCMP2464,4,0,3,8,9,4,,,,,,,6,6666.666667,0.666666667
6/12/2019,24,30,FLCass,1,2,126,119,124,114,,,,,,,120.75,1207500,120.75
6/12/2019,24,30,FLCass,2,2,131,126,98,106,,,,,,,115.25,1152500,115.25
6/12/2019,24,30,FLCass,3,2,74,81,102,105,,,,,,,90.5,905000,90.5
6/12/2019,24,30,FLCass,4,2,87,102,121,169,,,,,,,119.75,1197500,119.75
6/12/2019,24,30,CCMP2458,1,2,162,167,240,180,,,,,,,187.25,1872500,187.25
6/12/2019,24,30,CCMP2458,2,2,187,172,200,172,,,,,,,182.75,1827500,182.75
6/12/2019,24,30,CCMP2458,3,2,178,192,213,141,,,,,,,181,1810000,181
6/12/2019,24,30,CCMP2458,4,2,178,192,251,291,,,,,,,228,2280000,228
6/12/2019,24,30,CCMP2464,1,0,8,11,10,9,,,,,,,9.5,10555.55556,1.055555556
6/12/2019,24,30,CCMP2464,2,0,5,7,9,7,,,,,,,7,7777.777778,0.777777778
6/12/2019,24,30,CCMP2464,3,0,5,3,3,5,,,,,,,4,4444.444444,0.444444444
6/12/2019,24,30,CCMP2464,4,0,4,9,4,4,,,,,,,5.25,5833.333333,0.583333333
6/12/2019,24,30,KB8,1,2,123,117,137,134,,,,,,,127.75,1277500,127.75
6/12/2019,24,30,KB8,2,2,110,127,125,127,,,,,,,122.25,1222500,122.25
6/12/2019,24,30,KB8,3,2,118,99,117,120,,,,,,,113.5,1135000,113.5
6/12/2019,24,30,KB8,4,2,122,109,126,145,,,,,,,125.5,1255000,125.5
6/12/2019,24,30,RT362,1,2,138,125,136,119,,,,,,,129.5,1295000,129.5
6/12/2019,24,30,RT362,2,2,115,84,109,147,,,,,,,113.75,1137500,113.75
6/12/2019,24,30,RT362,3,2,187,140,113,137,,,,,,,144.25,1442500,144.25
6/12/2019,24,30,RT362,4,2,139,117,150,146,,,,,,,138,1380000,138
6/12/2019,24,32,KB8,1,2,113,76,105,120,,,,,,,103.5,1035000,103.5
6/12/2019,24,32,KB8,2,2,79,95,102,114,,,,,,,97.5,975000,97.5
6/12/2019,24,32,KB8,3,2,76,92,84,107,,,,,,,89.75,897500,89.75
6/12/2019,24,32,KB8,4,2,117,95,109,105,,,,,,,106.5,1065000,106.5
6/12/2019,24,32,RT362,1,2,100,106,134,125,,,,,,,116.25,1162500,116.25
6/12/2019,24,32,RT362,2,2,126,87,148,122,,,,,,,120.75,1207500,120.75
6/12/2019,24,32,RT362,3,2,135,121,104,90,,,,,,,112.5,1125000,112.5
6/12/2019,24,32,RT362,4,2,116,158,170,118,,,,,,,140.5,1405000,140.5
6/12/2019,24,32,CCMP2464,1,0,4,5,7,9,,,,,,,6.25,6944.444444,0.694444444
6/12/2019,24,32,CCMP2464,2,0,5,2,3,4,,,,,,,3.5,3888.888889,0.388888889
6/12/2019,24,32,CCMP2464,3,0,1,1,2,2,,,,,,,1.5,1666.666667,0.166666667
6/12/2019,24,32,CCMP2464,4,0,7,4,5,9,,,,,,,6.25,6944.444444,0.694444444
6/12/2019,24,32,FLCass,1,2,45,103,82,76,,,,,,,76.5,765000,76.5
6/12/2019,24,32,FLCass,2,2,63,58,87,82,,,,,,,72.5,725000,72.5
6/12/2019,24,32,FLCass,3,2,65,73,90,87,,,,,,,78.75,787500,78.75
6/12/2019,24,32,FLCass,4,2,75,90,100,58,,,,,,,80.75,807500,80.75
6/12/2019,24,32,CCMP2458,1,2,92,117,120,107,,,,,,,109,1090000,109
6/12/2019,24,32,CCMP2458,2,2,73,82,85,91,,,,,,,82.75,827500,82.75
6/12/2019,24,32,CCMP2458,3,2,92,116,135,95,,,,,,,109.5,1095000,109.5
6/12/2019,24,32,CCMP2458,4,2,100,115,103,86,,,,,,,101,1010000,101
6/14/2019,26,26,FLCass,1,2,114,63,85,159,,,,,,,105.25,1052500,105.25
6/14/2019,26,26,FLCass,2,2,100,83,103,133,,,,,,,104.75,1047500,104.75
6/14/2019,26,26,FLCass,3,2,53,62,131,79,,,,,,,81.25,812500,81.25
6/14/2019,26,26,FLCass,4,2,85,72,70,224,,,,,,,112.75,1127500,112.75
6/14/2019,26,26,RT362,1,2,181,148,152,150,,,,,,,157.75,1577500,157.75
6/14/2019,26,26,RT362,2,2,153,150,169,207,,,,,,,169.75,1697500,169.75
6/14/2019,26,26,RT362,3,2,170,195,171,156,,,,,,,173,1730000,173
6/14/2019,26,26,RT362,4,2,143,150,139,160,,,,,,,148,1480000,148
6/14/2019,26,26,CCMP2458,1,2,136,170,142,147,,,,,,,148.75,1487500,148.75
6/14/2019,26,26,CCMP2458,2,2,147,144,157,139,,,,,,,146.75,1467500,146.75
6/14/2019,26,26,CCMP2458,3,2,137,108,141,142,,,,,,,132,1320000,132
6/14/2019,26,26,CCMP2458,4,2,150,107,131,125,,,,,,,128.25,1282500,128.25
6/14/2019,26,26,KB8,1,2,104,91,132,142,,,,,,,117.25,1172500,117.25
6/14/2019,26,26,KB8,2,2,127,118,119,118,,,,,,,120.5,1205000,120.5
6/14/2019,26,26,KB8,3,2,85,115,157,148,,,,,,,126.25,1262500,126.25
6/14/2019,26,26,KB8,4,2,96,179,116,166,,,,,,,139.25,1392500,139.25
6/14/2019,26,26,CCMP2464,1,0,12,7,6,7,,,,,,,8,8888.888889,0.888888889
6/14/2019,26,26,CCMP2464,2,0,9,5,7,6,,,,,,,6.75,7500,0.75
6/14/2019,26,26,CCMP2464,3,0,4,11,6,9,,,,,,,7.5,8333.333333,0.833333333
6/14/2019,26,26,CCMP2464,4,0,3,2,8,9,,,,,,,5.5,6111.111111,0.611111111
6/14/2019,26,30,FLCass,1,2,112,113,106,104,,,,,,,108.75,1087500,108.75
6/14/2019,26,30,FLCass,2,2,150,112,106,110,,,,,,,119.5,1195000,119.5
6/14/2019,26,30,FLCass,3,2,92,93,116,123,,,,,,,106,1060000,106
6/14/2019,26,30,FLCass,4,2,105,105,113,82,,,,,,,101.25,1012500,101.25
6/14/2019,26,30,RT362,1,2,176,206,166,143,,,,,,,172.75,1727500,172.75
6/14/2019,26,30,RT362,2,2,166,162,137,161,,,,,,,156.5,1565000,156.5
6/14/2019,26,30,RT362,3,2,203,208,144,175,,,,,,,182.5,1825000,182.5
6/14/2019,26,30,RT362,4,2,158,135,157,178,,,,,,,157,1570000,157
6/14/2019,26,30,CCMP2458,1,2,192,196,197,201,,,,,,,196.5,1965000,196.5
6/14/2019,26,30,CCMP2458,2,2,203,201,206,153,,,,,,,190.75,1907500,190.75
6/14/2019,26,30,CCMP2458,3,2,172,227,232,191,,,,,,,205.5,2055000,205.5
6/14/2019,26,30,CCMP2458,4,2,197,164,200,221,,,,,,,195.5,1955000,195.5
6/14/2019,26,30,KB8,1,2,151,117,127,151,,,,,,,136.5,1365000,136.5
6/14/2019,26,30,KB8,2,2,133,124,113,139,,,,,,,127.25,1272500,127.25
6/14/2019,26,30,KB8,3,2,134,118,120,123,,,,,,,123.75,1237500,123.75
6/14/2019,26,30,KB8,4,2,147,113,128,171,,,,,,,139.75,1397500,139.75
6/14/2019,26,30,CCMP2464,1,0,7,5,1,8,,,,,,,5.25,5833.333333,0.583333333
6/14/2019,26,30,CCMP2464,2,0,8,1,5,7,,,,,,,5.25,5833.333333,0.583333333
6/14/2019,26,30,CCMP2464,3,0,6,1,0,4,,,,,,,2.75,3055.555556,0.305555556
6/14/2019,26,30,CCMP2464,4,0,7,3,1,2,,,,,,,3.25,3611.111111,0.361111111
6/14/2019,26,32,FLCass,1,2,65,94,83,80,,,,,,,80.5,805000,80.5
6/14/2019,26,32,FLCass,2,2,82,74,100,97,,,,,,,88.25,882500,88.25
6/14/2019,26,32,FLCass,3,2,66,74,91,86,,,,,,,79.25,792500,79.25
6/14/2019,26,32,FLCass,4,2,80,102,82,95,,,,,,,89.75,897500,89.75
6/14/2019,26,32,RT362,1,2,83,71,98,106,,,,,,,89.5,895000,89.5
6/14/2019,26,32,RT362,2,2,100,112,98,93,,,,,,,100.75,1007500,100.75
6/14/2019,26,32,RT362,3,2,105,87,108,101,,,,,,,100.25,1002500,100.25
6/14/2019,26,32,RT362,4,2,113,119,106,104,,,,,,,110.5,1105000,110.5
6/14/2019,26,32,CCMP2458,1,2,140,129,128,105,,,,,,,125.5,1255000,125.5
6/14/2019,26,32,CCMP2458,2,2,94,104,127,132,,,,,,,114.25,1142500,114.25
6/14/2019,26,32,CCMP2458,3,2,135,124,147,123,,,,,,,132.25,1322500,132.25
6/14/2019,26,32,CCMP2458,4,2,123,141,162,122,,,,,,,137,1370000,137
6/14/2019,26,32,KB8,1,2,107,81,96,102,,,,,,,96.5,965000,96.5
6/14/2019,26,32,KB8,2,2,112,100,100,96,,,,,,,102,1020000,102
6/14/2019,26,32,KB8,3,2,88,85,98,131,,,,,,,100.5,1005000,100.5
6/14/2019,26,32,KB8,4,2,126,118,105,104,,,,,,,113.25,1132500,113.25
6/14/2019,26,32,CCMP2464,1,0,10,8,6,7,,,,,,,7.75,8611.111111,0.861111111
6/14/2019,26,32,CCMP2464,2,0,6,5,10,9,,,,,,,7.5,8333.333333,0.833333333
6/14/2019,26,32,CCMP2464,3,0,2,0,2,1,,,,,,,1.25,1388.888889,0.138888889
6/14/2019,26,32,CCMP2464,4,0,7,5,7,6,,,,,,,6.25,6944.444444,0.694444444
